Unique Specimen Number,Label Date,Site,Display Date,Station,Collection Method,Specimen Kind ,Genus,Subgenus,Species,Subspecies,New record,Label Name,Short label name,Sex,Voucher Specimen,Questionable or Incomplete Identification,Broken Specimen,Entered by,Entered Date,NOTES,Count
NA,20170817,POS,17-Aug-17,POS15,T,V,Agapostemon,Agapostemon,texanus,NA,N,Agapostemon (Agapostemon) texanus,Agapostemon subtilior,M,N,N,N,KMK,41765,"""Y""",4
NA,20190731,POS,30-Jul-15,POS21,N,V,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,WRP,42320,~100 sw. ex. gumweed_ chicory_ 10:30,4
NA,20190731,BPF,30-Jul-15,BPF6,N,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,WRP,42320,~100 sw. ex. Hypochaeris_ QAL_ BFT_ red clover_ ~9:30,4
NA,20180906,POS,6-Sep-18,POS22,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,WRP,41980,1 Q,4
NA,20190705,BPF,4-Jul-15,BPF5,T,V,Bombus,Pyrobombus,mixtus,NA,N,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,N,N,N,WRP,42320,1Q,4
NA,20190731,POS,30-Jul-15,POS21,N,V,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,WRP,42320,20190730.  Spot collecting ex. chicory,4
NA,20190731,POS,30-Jul-15,POSX,N,V,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,WRP,42322,20190730. Escaped into layer box,4
NA,20190529,POS,28-May-15,POS6,T,V,Bombus,Thoracobombus,fervidus,NA,N,Bombus (Thoracobombus) fervidus,Bombus fervidus,F,N,N,N,WRP,42319,3Q?_ vial 1,4
NA,20170708,POS,8-Jul-17,POS7,T,V,Bombus,Pyrobombus,flavifrons,NA,N,Bombus (Pyrobombus) flavifrons,Bombus flavifrons,F,N,N,N,KMK,41765,corrected from B. sitkensis [NOTE based on phenology etc -- not verified] [WRP 20240209],4
NA,20160327,POS,27-Mar-16,POS1,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,EAS,41345,incl. 1Q,4
NA,20160716,POS,16-Jul-16,POS1,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,EAS,41333,NA,4
NA,20160807,SCL,7-Aug-16,SCL1,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,EAS,41333,NA,4
NA,20160807,POS,7-Aug-16,POS1,T,V,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,EAS,41333,NA,4
NA,20160610,SCL,10-Jun-16,SCL1,T,V,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,EAS,41333,NA,4
NA,20140817,POS,17-Aug-14,POS1,T,V,Apis,Apis,mellifera,NA,N,Apis (Apis) mellifera,Apis mellifera,F,N,N,N,EAS,41338,NA,4
NA,20140714,SCL,14-Jul-14,SCL2,T,V,Apis,Apis,mellifera,NA,N,Apis (Apis) mellifera,Apis mellifera,F,N,N,N,EAS,41338,NA,4
NA,20150620,POS,20-Jun-15,POS2,T,V,Apis,Apis,mellifera,NA,N,Apis (Apis) mellifera,Apis mellifera,F,N,N,N,EAS,41345,NA,4
NA,20150711,POS,11-Jul-15,POS3,T,V,Apis,Apis,mellifera,NA,N,Apis (Apis) mellifera,Apis mellifera,F,N,N,N,EAS,41345,NA,4
NA,20150808,SCL,8-Aug-15,SCL3,T,V,Apis,Apis,mellifera,NA,N,Apis (Apis) mellifera,Apis mellifera,F,N,N,N,EAS,41345,NA,4
NA,20150711,SCL,11-Jul-15,SCL4,T,V,Apis,Apis,mellifera,NA,N,Apis (Apis) mellifera,Apis mellifera,F,N,N,N,EAS,41345,NA,4
NA,20150808,SCL,8-Aug-15,SCL4,T,V,Apis,Apis,mellifera,NA,N,Apis (Apis) mellifera,Apis mellifera,F,N,N,N,EAS,41345,NA,4
NA,20150620,POS,20-Jun-15,POS2,T,V,Bombus,Pyrobombus,mixtus,NA,N,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,N,N,N,EAS,41345,NA,4
NA,20150808,SCL,8-Aug-15,SCL3,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,EAS,41345,NA,4
NA,20170708,POS,8-Jul-17,POS16,T,V,Agapostemon,Agapostemon,texanus,NA,N,Agapostemon (Agapostemon) texanus,Agapostemon subtilior,F,N,N,N,KMK,41765,NA,4
NA,20170708,POS,8-Jul-17,POS18,T,V,Agapostemon,Agapostemon,texanus,NA,N,Agapostemon (Agapostemon) texanus,Agapostemon subtilior,F,N,N,N,KMK,41765,NA,4
NA,20170708,POS,8-Jul-17,POS7,T,V,Agapostemon,Agapostemon,texanus,NA,N,Agapostemon (Agapostemon) texanus,Agapostemon subtilior,F,N,N,N,KMK,41765,NA,4
NA,20170816,POS,16-Aug-17,POS7,T,V,Agapostemon,Agapostemon,texanus,NA,N,Agapostemon (Agapostemon) texanus,Agapostemon subtilior,F,N,N,N,KMK,41765,NA,4
NA,20170708,POS,8-Jul-17,POS6,T,V,Apis,Apis,mellifera,NA,N,Apis (Apis) mellifera,Apis mellifera,F,N,N,N,KMK,41765,NA,4
NA,20170816,POS,16-Aug-17,POS6,T,V,Bombus,Thoracobombus,fervidus,NA,N,Bombus (Thoracobombus) fervidus,Bombus fervidus,F,N,N,N,KMK,41765,NA,4
NA,20170608,POS,8-Jun-17,POS7,T,V,Bombus,Pyrobombus,mixtus,NA,N,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,N,N,N,KMK,41765,NA,4
NA,20170708,POS,8-Jul-17,POS7,T,V,Bombus,Pyrobombus,mixtus,NA,N,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,N,N,N,KMK,41765,NA,4
NA,20170708,POS,8-Jul-17,POS9,T,V,Bombus,Pyrobombus,mixtus,NA,N,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,N,N,N,KMK,41765,NA,4
NA,20170816,POS,16-Aug-17,POS11,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,KMK,41765,NA,4
NA,20170816,POS,16-Aug-17,POS5,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,KMK,41765,NA,4
NA,20170708,POS,8-Jul-17,POS11,T,V,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,KMK,41765,NA,4
NA,20170816,POS,16-Aug-17,POS11,T,V,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,KMK,41765,NA,4
NA,20170816,POS,16-Aug-17,POS6,T,V,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,KMK,41765,NA,4
NA,20170816,POS,16-Aug-17,POS13,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,M,N,N,N,KMK,41765,NA,4
NA,20170816,POS,16-Aug-17,POS6,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,M,N,N,N,KMK,41765,NA,4
NA,20180423,POS,23-Apr-18,POS9,T,V,Apis,Apis,mellifera,NA,N,Apis (Apis) mellifera,Apis mellifera,F,N,N,N,WRP,41972,NA,4
NA,20180423,POS,23-Apr-18,POS4,T,V,Bombus,Thoracobombus,fervidus,NA,N,Bombus (Thoracobombus) fervidus,Bombus fervidus,F,N,N,N,WRP,41972,NA,4
NA,20180526,POS,26-May-18,POS23,T,V,Apis,Apis,mellifera,NA,N,Apis (Apis) mellifera,Apis mellifera,F,N,N,N,WRP,41974,NA,4
NA,20180526,BPF,26-May-18,BPF3,T,V,Bombus,Pyrobombus,mixtus,NA,N,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,N,N,N,WRP,41974,NA,4
NA,20180526,POS,26-May-18,POS23,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,WRP,41974,NA,4
NA,20180707,POS,7-Jul-18,POS4,T,V,Agapostemon,Agapostemon,texanus,NA,N,Agapostemon (Agapostemon) texanus,Agapostemon subtilior,F,N,N,N,WRP,41975,NA,4
NA,20180707,POS,7-Jul-18,POS13,T,V,Bombus,Thoracobombus,fervidus,NA,N,Bombus (Thoracobombus) fervidus,Bombus fervidus,F,N,N,N,WRP,41975,NA,4
NA,20180707,POS,7-Jul-18,POS3,T,V,Bombus,Thoracobombus,fervidus,NA,N,Bombus (Thoracobombus) fervidus,Bombus fervidus,F,N,N,N,WRP,41975,NA,4
NA,20180707,BPF,7-Jul-18,BPF3,T,V,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,WRP,41975,NA,4
NA,20180707,POS,7-Jul-18,POS13,T,V,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,WRP,41975,NA,4
NA,20180707,POS,7-Jul-18,POS22,T,V,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,WRP,41975,NA,4
NA,20180707,POS,7-Jul-18,POS24,T,V,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,WRP,41975,NA,4
NA,20180806,POS,6-Aug-18,POS20,T,V,Apis,Apis,mellifera,NA,N,Apis (Apis) mellifera,Apis mellifera,F,N,N,N,WRP,41977,NA,4
NA,20180730,BPF,30-Jul-18,BPF5,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,WRP,41977,NA,4
NA,20180730,BPF,30-Jul-18,BPF2,T,V,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,WRP,41977,NA,4
NA,20180730,BPF,30-Jul-18,BPF4,T,V,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,WRP,41977,NA,4
NA,20180730,BPF,30-Jul-18,BPF4,T,V,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,WRP,41977,NA,4
NA,20180806,POS,6-Aug-18,POS4,T,V,Agapostemon,Agapostemon,texanus,NA,N,Agapostemon (Agapostemon) texanus,Agapostemon subtilior,M,N,N,N,WRP,41977,NA,4
NA,20180806,POS,6-Aug-18,POS9,T,V,Agapostemon,Agapostemon,texanus,NA,N,Agapostemon (Agapostemon) texanus,Agapostemon subtilior,M,N,N,N,WRP,41977,NA,4
NA,20180906,POS,6-Sep-18,POS20,T,V,Agapostemon,Agapostemon,texanus,NA,N,Agapostemon (Agapostemon) texanus,Agapostemon subtilior,F,N,N,N,WRP,41980,NA,4
NA,20190529,POS,28-May-15,POS1,T,V,Bombus,Pyrobombus,flavifrons,NA,N,Bombus (Pyrobombus) flavifrons,Bombus flavifrons,F,N,N,N,WRP,42319,NA,4
NA,20190429,BPF,28-Apr-15,BPF4,T,V,Bombus,Pyrobombus,mixtus,NA,N,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,N,N,N,WRP,42319,NA,4
NA,20190529,BPF,28-May-15,BPF8,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,WRP,42319,NA,4
NA,20190429,BPF,28-Apr-15,BPF8,T,V,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,WRP,42319,NA,4
NA,20190529,POS,28-May-15,POS1,T,V,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,WRP,42319,NA,4
NA,20190331,POS,30-Mar-15,POS2,T,V,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,WRP,42319,NA,4
NA,20190429,POS,28-Apr-15,POS2,T,V,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,WRP,42319,NA,4
NA,20190429,BPF,28-Apr-15,BPF2,T,V,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,WRP,42319,NA,4
NA,20190529,POS,28-May-15,POS21,T,V,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,WRP,42319,NA,4
NA,20190705,POS,4-Jul-15,POS1,T,V,Agapostemon,Agapostemon,texanus,NA,N,Agapostemon (Agapostemon) texanus,Agapostemon subtilior,F,N,N,N,WRP,42320,NA,4
NA,20190731,POS,30-Jul-15,POS5,T,V,Agapostemon,Agapostemon,texanus,NA,N,Agapostemon (Agapostemon) texanus,Agapostemon subtilior,F,N,N,N,WRP,42320,NA,4
NA,20190705,POS,4-Jul-15,POS6,T,V,Agapostemon,Agapostemon,texanus,NA,N,Agapostemon (Agapostemon) texanus,Agapostemon subtilior,F,N,N,N,WRP,42320,NA,4
NA,20190921,POS,20-Sep-15,POS6,T,V,Agapostemon,Agapostemon,texanus,NA,N,Agapostemon (Agapostemon) texanus,Agapostemon subtilior,F,N,N,N,WRP,42320,NA,4
NA,20190921,POS,20-Sep-15,POS8,T,V,Agapostemon,Agapostemon,texanus,NA,N,Agapostemon (Agapostemon) texanus,Agapostemon subtilior,F,N,N,N,WRP,42320,NA,4
NA,20190731,BPF,30-Jul-15,BPF1,T,V,Bombus,Pyrobombus,flavifrons,NA,N,Bombus (Pyrobombus) flavifrons,Bombus flavifrons,F,N,N,N,WRP,42320,NA,4
NA,20190705,BPF,4-Jul-15,BPF8,T,V,Bombus,Pyrobombus,flavifrons,NA,N,Bombus (Pyrobombus) flavifrons,Bombus flavifrons,F,N,N,N,WRP,42320,NA,4
NA,20190705,BPF,4-Jul-15,BPF8,T,V,Bombus,Pyrobombus,mixtus,NA,N,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,N,N,N,WRP,42320,NA,4
NA,20190731,BPF,30-Jul-15,BPF5,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,WRP,42320,NA,4
NA,20190705,BPF,4-Jul-15,BPF6,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,WRP,42320,NA,4
NA,20190731,POS,30-Jul-15,POS1,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,WRP,42320,NA,4
NA,20190731,POS,30-Jul-15,POS6,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,WRP,42320,NA,4
NA,20190731,POS,30-Jul-15,POS21,T,V,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,WRP,42320,NA,4
NA,20190705,POS,4-Jul-15,POS25,T,V,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,WRP,42320,NA,4
NA,20190921,POS,20-Sep-15,POS6,T,V,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,WRP,42320,NA,4
NA,20190731,POS,30-Jul-15,POS25,T,V,Melissodes,Eumelissodes,microsticta,NA,N,Melissodes (Eumelissodes) microsticta,Melissodes microsticta,F,N,N,N,WRP,42320,NA,4
NA,20190731,BPF,30-Jul-15,BPF4,T,V,Bombus,Pyrobombus,flavifrons,NA,N,Bombus (Pyrobombus) flavifrons,Bombus flavifrons,M,N,N,N,WRP,42320,NA,4
NA,20200816,POS,16-Aug-20,POS28,T,V,Agapostemon,Agapostemon,texanus,NA,N,Agapostemon (Agapostemon) texanus,Agapostemon subtilior,F,N,N,N,WRP,NA,NA,4
NA,20200524,POS,24-May-20,POS28,T,V,Bombus,Pyrobombus,flavifrons,NA,N,Bombus (Pyrobombus) flavifrons,Bombus flavifrons,F,N,N,N,WRP,NA,NA,4
NA,20200524,POS,24-May-20,POS4,T,V,Bombus,Pyrobombus,flavifrons,NA,N,Bombus (Pyrobombus) flavifrons,Bombus flavifrons,F,N,N,N,WRP,NA,NA,4
NA,20200524,POS,24-May-20,POS26,T,V,Bombus,Pyrobombus,mixtus,NA,N,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,N,N,N,WRP,NA,NA,4
NA,20200816,POS,16-Aug-20,POS9,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,WRP,NA,NA,4
NA,20200705,POS,5-Jul-20,POS28,T,V,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,WRP,NA,NA,4
NA,20200816,POS,16-Aug-20,POS27,T,V,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,WRP,NA,NA,4
NA,20200524,POS,24-May-20,POS9,T,V,Bombus,Pyrobombus,mixtus,NA,N,Bombus (Pyrobombus) mixtus,Bombus mixtus,M,N,N,N,WRP,NA,NA,4
NA,20170708,POS,8-Jul-17,POS13,T,V,Bombus,Pyrobombus,flavifrons,NA,N,Bombus (Pyrobombus) flavifrons,Bombus flavifrons,M,N,N,N,KMK,41765,sex not specified; M_ corrected from B. sitkensis [WRP 20240209],4
NA,20180806,POS,6-Aug-18,POS23,N,V,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,WRP,42009,sw. QAL_ knapweed,4
NA,20190529,POS,28-May-15,POS12,T,V,Bombus,Pyrobombus,flavifrons,NA,N,Bombus (Pyrobombus) flavifrons,Bombus flavifrons,F,N,N,N,WRP,42319,vial 1,4
NA,20180806,POS,6-Aug-18,POS13,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,WRP,41977,1 Q,5
NA,20180730,BPF,30-Jul-18,BPF3,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,WRP,41977,1Q,5
NA,20190529,POS,28-May-15,POS25,T,V,Bombus,Pyrobombus,mixtus,NA,N,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,N,N,N,WRP,42319,1Q,5
NA,20190731,POS,30-Jul-15,POS10,N,V,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,WRP,42322,20190730. ~120 sw. ex. red clover_ chicory_ Hypochaeris_ ragwort,5
NA,20180526,POS,26-May-18,POS9,T,V,Bombus,Thoracobombus,fervidus,NA,N,Bombus (Thoracobombus) fervidus,Bombus fervidus,F,N,N,N,WRP,41974,3 Q,5
NA,20170608,POS,8-Jun-17,POS6,T,V,Bombus,Pyrobombus,flavifrons,NA,N,Bombus (Pyrobombus) flavifrons,Bombus flavifrons,F,N,N,N,KMK,41765,corrected from B. sitkensis [WRP 20240209],5
NA,20160716,POS,16-Jul-16,POS4,T,V,Agapostemon,Agapostemon,texanus,NA,N,Agapostemon (Agapostemon) texanus,Agapostemon subtilior,F,N,N,N,EAS,41333,NA,5
NA,20160417,SCL,17-Apr-16,SCL4,T,V,Agapostemon,Agapostemon,texanus,NA,N,Agapostemon (Agapostemon) texanus,Agapostemon subtilior,F,N,N,N,EAS,41333,NA,5
NA,20160807,POS,7-Aug-16,POS4,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,EAS,41333,NA,5
NA,20160716,SCL,16-Jul-16,SCL3,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,EAS,41333,NA,5
NA,20160716,POS,16-Jul-16,POS4,T,V,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,EAS,41333,NA,5
NA,20160417,SCL,17-Apr-16,SCL4,T,V,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,EAS,41333,NA,5
NA,20140714,POS,14-Jul-14,POS1,T,V,Apis,Apis,mellifera,NA,N,Apis (Apis) mellifera,Apis mellifera,F,N,N,N,EAS,41338,NA,5
NA,20140928,POS,28-Sep-14,POS1,T,V,Apis,Apis,mellifera,NA,N,Apis (Apis) mellifera,Apis mellifera,F,N,N,N,EAS,41338,NA,5
NA,20140714,SCL,14-Jul-14,SCL1,T,V,Apis,Apis,mellifera,NA,N,Apis (Apis) mellifera,Apis mellifera,F,N,N,N,EAS,41338,NA,5
NA,20140714,POS,14-Jul-14,POS2,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,EAS,41338,NA,5
NA,20140714,POS,14-Jul-14,POS3,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,EAS,41338,NA,5
NA,20150620,POS,20-Jun-15,POS3,T,V,Apis,Apis,mellifera,NA,N,Apis (Apis) mellifera,Apis mellifera,F,N,N,N,EAS,41345,NA,5
NA,20150620,POS,20-Jun-15,POS3,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,EAS,41345,NA,5
NA,20170708,POS,8-Jul-17,POS8,T,V,Apis,Apis,mellifera,NA,N,Apis (Apis) mellifera,Apis mellifera,F,N,N,N,KMK,41765,NA,5
NA,20170708,POS,8-Jul-17,POS9,T,V,Apis,Apis,mellifera,NA,N,Apis (Apis) mellifera,Apis mellifera,F,N,N,N,KMK,41765,NA,5
NA,20170510,POS,10-May-17,POS9,T,V,Bombus,Thoracobombus,fervidus,NA,N,Bombus (Thoracobombus) fervidus,Bombus fervidus,F,N,N,N,KMK,41765,NA,5
NA,20170816,POS,16-Aug-17,POS12,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,KMK,41765,NA,5
NA,20170708,POS,8-Jul-17,POS5,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,KMK,41765,NA,5
NA,20170816,POS,16-Aug-17,POS8,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,KMK,41765,NA,5
NA,20170708,POS,8-Jul-17,POS13,T,V,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,KMK,41765,NA,5
NA,20170708,POS,8-Jul-17,POS16,T,V,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,KMK,41765,NA,5
NA,20170708,POS,8-Jul-17,POS10,T,V,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,KMK,41765,NA,5
NA,20170608,POS,8-Jun-17,POS11,T,V,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,KMK,41765,NA,5
NA,20170608,POS,8-Jun-17,POS13,T,V,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,KMK,41765,NA,5
NA,20170608,POS,8-Jun-17,POS5,T,V,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,KMK,41765,NA,5
NA,20170816,POS,16-Aug-17,POS7,T,V,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,KMK,41765,NA,5
NA,20170816,POS,16-Aug-17,POS5,T,V,Agapostemon,Agapostemon,texanus,NA,N,Agapostemon (Agapostemon) texanus,Agapostemon subtilior,M,N,N,N,KMK,41765,NA,5
NA,20170816,POS,16-Aug-17,POS6,T,V,Agapostemon,Agapostemon,texanus,NA,N,Agapostemon (Agapostemon) texanus,Agapostemon subtilior,M,N,N,N,KMK,41765,NA,5
NA,20170708,POS,8-Jul-17,POS11,T,V,Bombus,Pyrobombus,mixtus,NA,N,Bombus (Pyrobombus) mixtus,Bombus mixtus,M,N,N,N,KMK,41765,NA,5
NA,20180423,POS,23-Apr-18,POS3,T,V,Agapostemon,Agapostemon,texanus,NA,N,Agapostemon (Agapostemon) texanus,Agapostemon subtilior,F,N,N,N,WRP,41972,NA,5
NA,20180526,POS,26-May-18,POS22,T,V,Apis,Apis,mellifera,NA,N,Apis (Apis) mellifera,Apis mellifera,F,N,N,N,WRP,41974,NA,5
NA,20180526,BPF,26-May-18,BPF1,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,WRP,41974,NA,5
NA,20180526,BPF,26-May-18,BPF4,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,WRP,41974,NA,5
NA,20180730,BPF,30-Jul-18,BPF2,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,WRP,41977,NA,5
NA,20180806,POS,6-Aug-18,POS20,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,WRP,41977,NA,5
NA,20180806,POS,6-Aug-18,POS22,T,V,Agapostemon,Agapostemon,texanus,NA,N,Agapostemon (Agapostemon) texanus,Agapostemon subtilior,M,N,N,N,WRP,41977,NA,5
NA,20190529,POS,28-May-15,POS8,T,V,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,N,N,N,WRP,42319,NA,5
